Time, h	Frequency, MHz	Temperature, K
16.25	147.59999999999997	519.5432818724476
16.25	147.69999999999996	517.2144328864262
16.25	147.79999999999995	515.0918698734977
16.25	147.89999999999995	513.7112995238541
16.25	147.99999999999994	513.8494970805709
16.25	148.09999999999994	515.5013019447026
16.25	148.19999999999993	517.8790010036054
16.25	148.29999999999993	519.5650956442075
16.25	148.39999999999992	519.7747437440602
16.25	148.49999999999991	518.6559418586112
16.25	148.5999999999999	516.7143198763816
16.25	148.6999999999999	514.6786274244184
16.25	148.7999999999999	513.2548300865946
16.25	148.8999999999999	512.6182959895606
16.25	148.9999999999999	512.512304328841
16.25	149.09999999999988	512.4581216599431
16.25	149.19999999999987	512.7007261723561
16.25	149.29999999999987	513.3927180626762
16.25	149.39999999999986	514.3708917889418
16.25	149.49999999999986	515.4531159479666
16.25	149.59999999999985	516.2617064833963
16.25	149.69999999999985	516.5307406892298
16.25	149.79999999999984	516.1833721182146
16.25	149.89999999999984	515.6488051556641
16.25	149.99999999999983	515.2124178132417
16.25	150.09999999999982	514.9817753645115
16.25	150.19999999999982	514.9370781318894
16.25	150.2999999999998	514.8842883870514
16.25	150.3999999999998	514.3491667704851
16.25	150.4999999999998	513.4941088263395
16.25	150.5999999999998	512.5751865083622
16.25	150.6999999999998	511.39890069362735
16.25	150.79999999999978	509.5244278947607
16.25	150.89999999999978	506.88502889473165
16.25	150.99999999999977	503.97953830388724
16.25	151.09999999999977	501.5150211841815
16.25	151.19999999999976	499.60404774728124
16.25	151.29999999999976	497.92343867543036
16.25	151.39999999999975	496.01253963201503
16.25	151.49999999999974	493.99571572884446
16.25	151.59999999999974	492.8342969061622
16.25	151.69999999999973	492.97912774103185
16.25	151.79999999999973	493.8507554263761
16.25	151.89999999999972	494.6069280234609
16.25	151.99999999999972	495.2779484508168
16.25	152.0999999999997	496.19305129865177
16.25	152.1999999999997	497.1334867532698
16.25	152.2999999999997	497.57026664690505
16.25	152.3999999999997	497.3856886464293
16.25	152.4999999999997	497.3827210521413
16.25	152.59999999999968	498.4253327022585
16.25	152.69999999999968	500.788861808215
16.25	152.79999999999967	503.6049524570753
16.25	152.89999999999966	505.5711060567322
16.25	152.99999999999966	505.5777625996845
16.25	153.09999999999965	503.47282472135845
16.25	153.19999999999965	500.2397043761468
16.25	153.29999999999964	497.29226131249374
16.25	153.39999999999964	495.58938471467195
16.25	153.49999999999963	494.900533650728
16.25	153.59999999999962	493.8417176745527
16.25	153.69999999999962	491.3524552905418
16.25	153.7999999999996	487.7135580286906
16.25	153.8999999999996	484.03615746391637
16.25	153.9999999999996	481.014900583121
16.25	154.0999999999996	476.30037042535173
16.25	154.1999999999996	473.5028165186447
16.25	154.29999999999959	470.1286119883596
16.25	154.39999999999958	466.5199635764876
16.25	154.49999999999957	463.518021885157
16.25	154.59999999999957	462.12533746935026
16.25	154.69999999999956	462.4776391802562
16.25	154.79999999999956	463.05309982310104
16.25	154.89999999999955	462.71837997246394
16.25	154.99999999999955	462.21133762104625
16.25	155.09999999999954	462.79870331684174
16.25	155.19999999999953	464.53299975193977
16.25	155.29999999999953	466.88569301903163
16.25	155.39999999999952	467.1313655525245
16.25	155.49999999999952	463.2246514474027
16.25	155.5999999999995	455.65137523489864
16.25	155.6999999999995	444.6458639882581
16.25	155.7999999999995	433.65509130372624
16.25	155.8999999999995	424.8960838955453
16.25	155.9999999999995	418.4252120932525
16.25	156.09999999999948	413.42738654911415
16.25	156.19999999999948	409.1656996388767
16.25	156.29999999999947	405.0692614228359
16.25	156.39999999999947	401.5584111573426
16.25	156.49999999999946	399.50299658245916
16.25	156.59999999999945	398.97382675101136
16.25	156.69999999999945	399.43701620848213
16.25	156.79999999999944	399.4016432171562
16.25	156.89999999999944	398.1628974714321
16.25	156.99999999999943	396.1986832610944
16.25	157.09999999999943	392.9991882749542
16.25	157.19999999999942	390.38567778323585
16.25	157.29999999999941	389.04869327397506
16.25	157.3999999999994	388.79472040326925
16.25	157.4999999999994	389.88025610443805
16.25	157.5999999999994	393.02138071352476
16.25	157.6999999999994	396.9220814592419
16.25	157.7999999999994	397.84073138840466
16.25	157.89999999999938	394.1575319492258
16.25	157.99999999999937	389.2884817016485
16.25	158.09999999999937	386.2486268675756
16.25	158.19999999999936	385.14936550449977
16.25	158.29999999999936	385.2728376259104
16.25	158.39999999999935	386.41251460432164
16.25	158.49999999999935	388.3686421056741
16.25	158.59999999999934	390.185787434367
16.25	158.69999999999933	391.7235124631911
16.25	158.79999999999933	393.0057519953013
16.25	158.89999999999932	392.78958289510416
16.25	158.99999999999932	392.12577570203666
16.25	159.0999999999993	391.84623023315675
16.25	159.1999999999993	389.983813912744
16.25	159.2999999999993	384.91444816457863
16.25	159.3999999999993	377.6756597437016
16.25	159.4999999999993	370.498419918394
16.25	159.59999999999928	364.58253130318496
16.25	159.69999999999928	361.5331648296766
16.25	159.79999999999927	360.8712861965948
16.25	159.89999999999927	361.58547867988534
16.25	159.99999999999926	362.87365990619395
16.25	160.09999999999926	362.929522806768
16.25	160.19999999999925	361.814225011538
16.25	160.29999999999924	362.55013371895984
16.25	160.39999999999924	366.2629074968447
16.25	160.49999999999923	369.5724539983299
16.25	160.59999999999923	369.9882899106614
16.25	160.69999999999922	368.97278609762145
16.25	160.79999999999922	368.1221596188369
16.25	160.8999999999992	366.9660654411499
16.25	160.9999999999992	365.8632003140858
16.25	161.0999999999992	365.8086413385291
16.25	161.1999999999992	366.6767226071778
16.25	161.2999999999992	367.39703722522654
16.25	161.39999999999918	368.3233081538835
16.25	161.49999999999918	372.9934071093535
16.25	161.59999999999917	380.4869850381005
16.25	161.69999999999916	394.5490434238948
16.25	161.79999999999916	411.27473697684167
16.25	161.89999999999915	420.8992833293127
16.25	161.99999999999915	429.24924591515446
16.25	162.09999999999914	414.07366757837434
16.25	162.19999999999914	391.5386837823269
16.25	162.29999999999913	384.3899315398416
16.25	162.39999999999912	383.7818969103272
16.25	162.49999999999912	378.95569080955045
16.25	162.5999999999991	375.5418545800156
16.25	162.6999999999991	374.52448836160335
16.25	162.7999999999991	370.8358163753971
16.25	162.8999999999991	366.17337793494414
16.25	162.9999999999991	362.69123728340077
16.333333333333332	147.0	513.3996572065597
16.333333333333332	147.1	513.4274844977742
16.333333333333332	147.2	513.653282931003
16.333333333333332	147.29999999999998	513.6211180110762
16.333333333333332	147.39999999999998	512.6617947592314
16.333333333333332	147.49999999999997	510.54505414225866
16.333333333333332	147.59999999999997	508.5193429054329
16.333333333333332	147.69999999999996	507.4256481277992
16.333333333333332	147.79999999999995	507.44409517257435
16.333333333333332	147.89999999999995	508.3679980779329
16.333333333333332	147.99999999999994	509.930735556077
16.333333333333332	148.09999999999994	511.5290487433126
16.333333333333332	148.19999999999993	512.5014844669726
16.333333333333332	148.29999999999993	512.3771279243581
16.333333333333332	148.39999999999992	511.40068102001413
16.333333333333332	148.49999999999991	510.03881495396894
16.333333333333332	148.5999999999999	508.8037645024279
16.333333333333332	148.6999999999999	507.98842455996146
16.333333333333332	148.7999999999999	507.6878040741427
16.333333333333332	148.8999999999999	507.71220958459736
16.333333333333332	148.9999999999999	507.79415260644913
16.333333333333332	149.09999999999988	508.09522439106604
16.333333333333332	149.19999999999987	508.70596514498243
16.333333333333332	149.29999999999987	509.5697420971511
16.333333333333332	149.39999999999986	510.46801680522094
16.333333333333332	149.49999999999986	511.1300289905711
16.333333333333332	149.59999999999985	511.1337715464057
16.333333333333332	149.69999999999985	510.4771126649909
16.333333333333332	149.79999999999984	509.6938772882948
16.333333333333332	149.89999999999984	509.2391295485437
16.333333333333332	149.99999999999983	509.1187488082089
16.333333333333332	150.09999999999982	509.28395167208896
16.333333333333332	150.19999999999982	509.5891423075799
16.333333333333332	150.2999999999998	509.5481341472278
16.333333333333332	150.3999999999998	508.96857739787356
16.333333333333332	150.4999999999998	507.9680983706141
16.333333333333332	150.5999999999998	506.3984526064932
16.333333333333332	150.6999999999998	504.23753508238923
16.333333333333332	150.79999999999978	501.8113461209081
16.333333333333332	150.89999999999978	499.42939191358323
16.333333333333332	150.99999999999977	497.27821875041076
16.333333333333332	151.09999999999977	495.52529204118315
16.333333333333332	151.19999999999976	494.0831963373975
16.333333333333332	151.29999999999976	492.4936043484291
16.333333333333332	151.39999999999975	490.7953524283354
16.333333333333332	151.49999999999974	489.6014299659346
16.333333333333332	151.59999999999974	489.62441807370794
16.333333333333332	151.69999999999973	490.5310908145438
16.333333333333332	151.79999999999973	491.42898570880385
16.333333333333332	151.89999999999972	492.14237524250564
16.333333333333332	151.99999999999972	492.7738645394399
16.333333333333332	152.0999999999997	493.2357958409277
16.333333333333332	152.1999999999997	493.1547801174467
16.333333333333332	152.2999999999997	492.7630201521618
16.333333333333332	152.3999999999997	492.8173397758741
16.333333333333332	152.4999999999997	494.10596338463296
16.333333333333332	152.59999999999968	496.55077884811726
16.333333333333332	152.69999999999968	499.07630789047164
16.333333333333332	152.79999999999967	500.62610631332035
16.333333333333332	152.89999999999966	500.5922393907475
16.333333333333332	152.99999999999966	498.6471726369242
16.333333333333332	153.09999999999965	495.5649454186199
16.333333333333332	153.19999999999965	492.708784862021
16.333333333333332	153.29999999999964	491.02149510039146
16.333333333333332	153.39999999999964	490.1850372499437
16.333333333333332	153.49999999999963	489.3841485627876
16.333333333333332	153.59999999999962	487.30945347064943
16.333333333333332	153.69999999999962	483.77627488719617
16.333333333333332	153.7999999999996	479.7073011758965
16.333333333333332	153.8999999999996	476.04271352535415
16.333333333333332	153.9999999999996	473.37763238100536
16.333333333333332	154.0999999999996	469.044826497204
16.333333333333332	154.1999999999996	466.4438961093156
16.333333333333332	154.29999999999959	463.2685724537555
16.333333333333332	154.39999999999958	460.00296905831647
16.333333333333332	154.49999999999957	457.89042504795333
16.333333333333332	154.59999999999957	457.80566793981507
16.333333333333332	154.69999999999956	459.2615333778789
16.333333333333332	154.79999999999956	460.54126956555365
16.333333333333332	154.89999999999955	461.0703430058512
16.333333333333332	154.99999999999955	461.91202504577717
16.333333333333332	155.09999999999954	462.7918755667277
16.333333333333332	155.19999999999953	462.0810522833567
16.333333333333332	155.29999999999953	460.46227076793843
16.333333333333332	155.39999999999952	458.27266033299884
16.333333333333332	155.49999999999952	452.68576857697985
16.333333333333332	155.5999999999995	442.66194062741187
16.333333333333332	155.6999999999995	432.6143796074436
16.333333333333332	155.7999999999995	424.31345281898683
16.333333333333332	155.8999999999995	417.65523013770655
16.333333333333332	155.9999999999995	411.7202415549755
16.333333333333332	156.09999999999948	406.3353167494749
16.333333333333332	156.19999999999948	402.31987430346163
16.333333333333332	156.29999999999947	398.75784339313753
16.333333333333332	156.39999999999947	396.30870389173185
16.333333333333332	156.49999999999946	395.27986772198074
16.333333333333332	156.59999999999945	395.57443118653083
16.333333333333332	156.69999999999945	396.2808465843598
16.333333333333332	156.79999999999944	395.15100643524175
16.333333333333332	156.89999999999944	392.43328414366056
16.333333333333332	156.99999999999943	389.75957478820817
16.333333333333332	157.09999999999943	387.5764732050819
16.333333333333332	157.19999999999942	386.0851796488375
16.333333333333332	157.29999999999941	385.62860213349194
16.333333333333332	157.3999999999994	386.49070383106414
16.333333333333332	157.4999999999994	389.04939958343545
16.333333333333332	157.5999999999994	392.91138559806507
16.333333333333332	157.6999999999994	395.10602610513826
16.333333333333332	157.7999999999994	392.8598910819813
16.333333333333332	157.89999999999938	388.4960747085976
16.333333333333332	157.99999999999937	385.0914142073162
16.333333333333332	158.09999999999937	383.72867333204675
16.333333333333332	158.19999999999936	383.81185456175706
16.333333333333332	158.29999999999936	384.98769196074113
16.333333333333332	158.39999999999935	387.0488692390795
16.333333333333332	158.49999999999935	389.3301024172602
16.333333333333332	158.59999999999934	391.41256593999026
16.333333333333332	158.69999999999933	393.06074282458763
16.333333333333332	158.79999999999933	393.6188801763915
16.333333333333332	158.89999999999932	392.6817446290444
16.333333333333332	158.99999999999932	392.1752407249401
16.333333333333332	159.0999999999993	391.0062737337642
16.333333333333332	159.1999999999993	386.7809359109916
16.333333333333332	159.2999999999993	379.58592043777054
16.333333333333332	159.3999999999993	371.7807599319396
16.333333333333332	159.4999999999993	365.2277534989987
16.333333333333332	159.59999999999928	361.716834363955
16.333333333333332	159.69999999999928	360.6028701941439
16.333333333333332	159.79999999999927	360.7161792100487
16.333333333333332	159.89999999999927	362.0130658942942
16.333333333333332	159.99999999999926	363.14204251648886
16.333333333333332	160.09999999999926	362.4670662737935
16.333333333333332	160.19999999999925	361.53279684078086
16.333333333333332	160.29999999999924	363.5540184001161
16.333333333333332	160.39999999999924	367.55238285664745
16.333333333333332	160.49999999999923	369.6998813344814
16.333333333333332	160.59999999999923	369.6999196203784
16.333333333333332	160.69999999999922	368.8623686124807
16.333333333333332	160.79999999999922	367.78885990347624
16.333333333333332	160.8999999999992	366.96236856424576
16.333333333333332	160.9999999999992	366.3489132991485
16.333333333333332	161.0999999999992	366.4853545349699
16.333333333333332	161.1999999999992	367.82951647788815
16.333333333333332	161.2999999999992	369.57688768807435
16.333333333333332	161.39999999999918	372.44016380349706
16.333333333333332	161.49999999999918	379.5675474196599
16.333333333333332	161.59999999999917	388.6179880350928
16.333333333333332	161.69999999999916	406.6636596159668
16.333333333333332	161.79999999999916	418.01949946146095
16.333333333333332	161.89999999999915	430.3643328589661
16.333333333333332	161.99999999999915	437.1130418375223
16.333333333333332	162.09999999999914	410.9118831622776
16.333333333333332	162.19999999999914	393.9710310862578
16.333333333333332	162.29999999999913	390.7713390066689
16.333333333333332	162.39999999999912	389.09689089215885
16.333333333333332	162.49999999999912	384.2245554269747
16.333333333333332	162.5999999999991	381.230104469251
16.333333333333332	162.6999999999991	378.12617537306636
16.333333333333332	162.7999999999991	373.34956010907257
16.333333333333332	162.8999999999991	369.8222732104229
16.333333333333332	162.9999999999991	367.1072670197462
16.416666666666668	147.0	505.92619841670034
16.416666666666668	147.1	506.2768362755094
16.416666666666668	147.2	505.87748034141123
16.416666666666668	147.29999999999998	504.1611335700901
16.416666666666668	147.39999999999998	501.9442076352499
16.416666666666668	147.49999999999997	500.37628223326277
16.416666666666668	147.59999999999997	500.1442145486611
16.416666666666668	147.69999999999996	501.3109645065185
16.416666666666668	147.79999999999995	502.992401484785
16.416666666666668	147.89999999999995	504.29146781682965
16.416666666666668	147.99999999999994	505.03116638198674
16.416666666666668	148.09999999999994	505.2453553900657
16.416666666666668	148.19999999999993	504.90477115890957
16.416666666666668	148.29999999999993	504.17326974436855
16.416666666666668	148.39999999999992	503.44873307184565
16.416666666666668	148.49999999999991	503.03114291830195
16.416666666666668	148.5999999999999	503.0139199352373
16.416666666666668	148.6999999999999	503.11798063700286
16.416666666666668	148.7999999999999	503.13069518807805
16.416666666666668	148.8999999999999	503.2032412314453
16.416666666666668	148.9999999999999	503.4999904612381
16.416666666666668	149.09999999999988	504.03124170799254
16.416666666666668	149.19999999999987	504.6370751708803
16.416666666666668	149.29999999999987	505.33415100155116
16.416666666666668	149.39999999999986	505.89824473591966
16.416666666666668	149.49999999999986	505.7438772922036
16.416666666666668	149.59999999999985	504.8192965483173
16.416666666666668	149.69999999999985	503.81135472146224
16.416666666666668	149.79999999999984	503.1414546275745
16.416666666666668	149.89999999999984	503.0568274329856
16.416666666666668	149.99999999999983	503.41354885710655
16.416666666666668	150.09999999999982	504.08823058881
16.416666666666668	150.19999999999982	504.5825620446667
16.416666666666668	150.2999999999998	504.22939828617575
16.416666666666668	150.3999999999998	503.108014869571
16.416666666666668	150.4999999999998	501.12738698659905
16.416666666666668	150.5999999999998	498.76643147444776
16.416666666666668	150.6999999999998	496.6271588827687
16.416666666666668	150.79999999999978	494.7232610337276
16.416666666666668	150.89999999999978	492.89608615090236
16.416666666666668	150.99999999999977	491.3362299574837
16.416666666666668	151.09999999999977	489.98148541631195
16.416666666666668	151.19999999999976	488.54959764419806
16.416666666666668	151.29999999999976	487.0703185088049
16.416666666666668	151.39999999999975	486.1116297188695
16.416666666666668	151.49999999999974	486.1870452070622
16.416666666666668	151.59999999999974	487.0421692253342
16.416666666666668	151.69999999999973	487.9688914712848
16.416666666666668	151.79999999999973	488.68390417047914
16.416666666666668	151.89999999999972	489.2143948741792
16.416666666666668	151.99999999999972	489.32204250933586
16.416666666666668	152.0999999999997	488.823688416792
16.416666666666668	152.1999999999997	488.1212566610256
16.416666666666668	152.2999999999997	488.19749597317946
